Age,Year,Salaries,Rentals,RSUs,P.Pension,S.Pension,DBI,Tax Free,Index Funds,Shares,Cash,P.Contrib,IT,PRSI,USC,CGT,Inflows,Outflows,Pension,Cash,R.Estate,Index Funds,Shares,Withdraw%,Net Worth
42,2037,$54.737.616,$0,$0,$0,$0,$0,$10.077.648,$17.666.107,$0,$0,$0,$19.330.595,$74.420.181,$33.807.721,$0,$74.783.811,$0,$0,0%,$108.591.532,,,,
43,2038,$56.336.250,$0,$0,$0,$0,$0,$10.430.365,$18.180.867,$0,$0,$0,$19.837.943,$79.851.270,$46.971.510,$0,$84.114.164,$0,$0,0%,$131.085.674,,,,
44,2039,$57.984.494,$0,$0,$0,$0,$0,$10.795.428,$18.711.648,$0,$0,$0,$20.359.589,$85.729.156,$61.195.056,$0,$93.937.034,$0,$0,0%,$155.132.090,,,,
45,2040,$59.683.955,$0,$0,$0,$0,$0,$11.173.268,$19.258.971,$0,$0,$0,$20.895.962,$92.090.595,$76.545.404,$0,$104.273.572,$0,$0,0%,$180.818.976,,,,
46,2041,$61.436.297,$0,$0,$0,$0,$0,$11.564.333,$19.823.379,$0,$0,$0,$21.447.504,$98.975.370,$93.093.440,$0,$115.145.760,$0,$0,0%,$208.239.200,,,,
47,2042,$63.243.240,$0,$0,$0,$0,$0,$11.969.084,$20.405.429,$0,$0,$0,$22.014.673,$106.426.532,$110.914.105,$0,$126.576.433,$0,$0,0%,$237.490.538,,,,
48,2043,$65.106.559,$0,$0,$0,$0,$0,$12.388.002,$21.005.699,$0,$0,$0,$22.597.939,$114.490.676,$130.086.613,$0,$138.589.315,$0,$0,0%,$268.675.928,,,,
49,2044,$67.028.090,$0,$0,$0,$0,$0,$12.821.582,$21.624.788,$0,$0,$0,$23.197.788,$123.218.230,$150.694.684,$0,$151.209.051,$0,$0,0%,$301.903.735,,,,
50,2045,$69.009.731,$0,$0,$0,$0,$0,$13.270.338,$22.263.311,$0,$0,$0,$23.814.721,$132.663.771,$172.826.789,$0,$164.461.241,$0,$0,0%,$337.288.031,,,,
51,2046,$71.053.443,$0,$0,$0,$0,$0,$13.734.800,$22.921.907,$0,$0,$0,$24.449.255,$142.886.365,$196.576.408,$0,$178.372.474,$0,$0,0%,$374.948.883,,,,
52,2047,$73.161.252,$0,$0,$0,$0,$0,$14.215.517,$23.601.236,$0,$0,$0,$25.101.923,$153.949.938,$222.042.298,$0,$192.970.366,$0,$0,0%,$415.012.664,,,,
53,2048,$75.335.252,$0,$0,$0,$0,$0,$14.713.061,$24.301.980,$0,$0,$0,$25.773.276,$145.377.378,$249.328.780,$0,$208.283.597,$0,$0,0%,$457.612.376,,,,
54,2049,$77.577.611,$0,$0,$0,$0,$0,$15.228.018,$25.024.845,$0,$0,$0,$26.463.883,$156.645.879,$278.546.038,$0,$224.341.948,$0,$0,0%,$502.887.986,,,,
55,2050,$79.890.564,$0,$0,$0,$0,$0,$15.760.998,$25.770.559,$0,$0,$0,$27.174.328,$168.841.401,$309.810.438,$0,$241.176.344,$0,$0,0%,$550.986.783,,,,
56,2051,$82.276.425,$0,$0,$0,$0,$0,$16.312.633,$26.539.876,$0,$0,$0,$27.905.216,$182.040.208,$343.244.857,$0,$258.818.897,$0,$0,0%,$602.063.754,,,,
57,2052,$84.737.585,$0,$0,$0,$0,$0,$16.883.575,$27.333.576,$0,$0,$0,$28.657.172,$196.324.838,$378.979.033,$0,$277.302.944,$0,$0,0%,$656.281.977,,,,
58,2053,$87.276.515,$0,$0,$0,$0,$0,$17.474.501,$28.152.464,$0,$0,$0,$29.430.839,$211.784.616,$417.149.935,$0,$296.663.097,$0,$0,0%,$713.813.032,,,,
59,2054,$89.895.771,$0,$0,$0,$0,$0,$18.086.108,$28.997.374,$0,$0,$0,$30.226.881,$228.516.218,$457.902.150,$0,$316.935.287,$0,$0,0%,$774.837.437,,,,
60,2055,$92.597.992,$0,$0,$0,$0,$0,$18.719.122,$29.869.167,$0,$0,$0,$31.045.984,$246.624.274,$501.388.292,$0,$338.156.811,$0,$0,0%,$839.545.103,,,,
61,2056,$95.385.908,$0,$0,$0,$0,$0,$19.374.291,$30.768.734,$0,$0,$0,$31.888.856,$257.819.929,$547.769.427,$0,$348.301.515,$0,$0,0%,$896.070.942,,,,
62,2057,$98.262.340,$0,$0,$0,$0,$0,$20.052.391,$31.696.995,$0,$0,$0,$32.756.226,$279.029.915,$597.215.529,$0,$358.750.561,$0,$0,0%,$955.966.090,,,,
63,2058,$101.230.207,$0,$0,$0,$0,$0,$20.754.225,$32.654.904,$0,$0,$0,$33.648.849,$301.984.776,$649.905.953,$0,$369.513.078,$0,$0,0%,$1.019.419.030,,,,
64,2059,$104.292.522,$0,$0,$0,$0,$0,$21.480.623,$33.643.444,$0,$0,$0,$34.567.502,$326.828.057,$706.029.936,$0,$380.598.470,$0,$0,0%,$1.086.628.406,,,,
65,2060,$0,$555.998.574,$19.738.715,$0,$0,$0,$0,$191.654.794,$0,$0,$0,$384.082.496,$2.252.371.641,$0,$0,$2.476.005.812,$0,$0,1%,$2.476.005.812,,,,
66,2061,$0,$0,$20.330.877,$0,$0,$0,$0,$0,$0,$0,$0,$20.330.877,$382.814.075,$0,$0,$2.550.285.986,$0,$0,0%,$2.550.285.986,,,,
67,2062,$0,$0,$40.504.875,$0,$0,$0,$0,$0,$0,$0,$0,$40.504.875,$414.306.912,$0,$0,$2.626.794.566,$0,$0,0%,$2.626.794.566,,,,
68,2063,$0,$0,$41.720.021,$0,$0,$0,$0,$0,$0,$0,$0,$41.720.021,$448.390.561,$0,$0,$2.705.598.403,$0,$0,0%,$2.705.598.403,,,,
69,2064,$0,$0,$42.971.622,$0,$0,$0,$0,$0,$0,$0,$0,$42.971.622,$485.278.158,$0,$0,$2.786.766.355,$0,$0,0%,$2.786.766.355,,,,
70,2065,$0,$0,$44.260.770,$0,$0,$0,$0,$0,$0,$0,$0,$44.260.770,$525.200.374,$0,$0,$2.870.369.346,$0,$0,0%,$2.870.369.346,,,,
71,2066,$0,$0,$45.588.593,$0,$0,$0,$0,$0,$0,$0,$0,$45.588.593,$568.406.859,$0,$0,$2.956.480.426,$0,$0,0%,$2.956.480.426,,,,
72,2067,$0,$0,$46.956.251,$0,$0,$0,$0,$0,$0,$0,$0,$46.956.251,$615.167.796,$0,$0,$3.045.174.839,$0,$0,0%,$3.045.174.839,,,,
73,2068,$0,$0,$48.364.939,$0,$0,$0,$0,$0,$0,$0,$0,$48.364.939,$665.775.600,$0,$0,$3.136.530.084,$0,$0,0%,$3.136.530.084,,,,
74,2069,$0,$0,$49.815.887,$0,$0,$0,$0,$0,$0,$0,$0,$49.815.887,$720.546.740,$0,$0,$3.230.625.987,$0,$0,0%,$3.230.625.987,,,,
75,2070,$0,$0,$51.310.364,$0,$0,$0,$0,$0,$0,$0,$0,$51.310.364,$779.823.718,$0,$0,$3.327.544.766,$0,$0,0%,$3.327.544.766,,,,
76,2071,$0,$0,$52.849.674,$0,$0,$0,$0,$0,$0,$0,$0,$52.849.674,$843.977.216,$0,$0,$3.427.371.109,$0,$0,0%,$3.427.371.109,,,,
77,2072,$0,$0,$54.435.165,$0,$0,$0,$0,$0,$0,$0,$0,$54.435.165,$913.408.408,$0,$0,$3.530.192.242,$0,$0,0%,$3.530.192.242,,,,
78,2073,$0,$0,$56.068.220,$0,$0,$0,$0,$0,$0,$0,$0,$56.068.220,$988.551.473,$0,$0,$3.636.098.010,$0,$0,0%,$3.636.098.010,,,,
79,2074,$0,$0,$57.750.266,$0,$0,$0,$0,$0,$0,$0,$0,$57.750.266,$1.069.876.308,$0,$0,$3.745.180.950,$0,$0,0%,$3.745.180.950,,,,
80,2075,$0,$0,$59.482.774,$0,$0,$0,$0,$0,$0,$0,$0,$59.482.774,$1.157.891.465,$0,$0,$3.857.536.378,$0,$0,0%,$3.857.536.378,,,,
81,2076,$0,$0,$61.267.257,$0,$0,$0,$0,$0,$0,$0,$0,$61.267.257,$1.253.147.337,$0,$0,$3.973.262.470,$0,$0,0%,$3.973.262.470,,,,
82,2077,$0,$0,$63.105.275,$0,$0,$0,$0,$0,$0,$0,$0,$63.105.275,$1.356.239.591,$0,$0,$4.092.460.344,$0,$0,0%,$4.092.460.344,,,,
83,2078,$0,$0,$64.998.433,$0,$0,$0,$0,$0,$0,$0,$0,$64.998.433,$1.467.812.901,$0,$0,$4.215.234.154,$0,$0,0%,$4.215.234.154,,,,
84,2079,$0,$0,$66.948.386,$0,$0,$0,$0,$0,$0,$0,$0,$66.948.386,$1.588.564.976,$0,$0,$4.341.691.179,$0,$0,0%,$4.341.691.179,,,,
85,2080,$0,$0,$68.956.838,$0,$0,$0,$0,$0,$0,$0,$0,$68.956.838,$1.719.250.921,$0,$0,$4.471.941.914,$0,$0,0%,$4.471.941.914,,,,
86,2081,$0,$0,$71.025.543,$0,$0,$0,$0,$0,$0,$0,$0,$71.025.543,$1.860.687.964,$0,$0,$4.606.100.172,$0,$0,0%,$4.606.100.172,,,,
87,2082,$0,$0,$73.156.309,$0,$0,$0,$0,$0,$0,$0,$0,$73.156.309,$2.013.760.560,$0,$0,$4.744.283.177,$0,$0,0%,$4.744.283.177,,,,
88,2083,$0,$0,$75.350.999,$0,$0,$0,$0,$0,$0,$0,$0,$75.350.999,$2.179.425.929,$0,$0,$4.886.611.672,$0,$0,0%,$4.886.611.672,,,,
89,2084,$0,$0,$77.611.529,$0,$0,$0,$0,$0,$0,$0,$0,$77.611.529,$2.358.720.035,$0,$0,$5.033.210.022,$0,$0,0%,$5.033.210.022,,,,
90,2085,$0,$0,$79.939.874,$0,$0,$0,$0,$0,$0,$0,$0,$79.939.874,$2.552.764.070,$0,$0,$5.184.206.323,$0,$0,0%,$5.184.206.323,,,,
